0.0, 0.0, 0.0, 922337203685.4781, 922337203685.4781, 922337203685.4781, 922337203685.4781
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 35184372088.83201, 35184372088.83201, 35184372088.83201
0.0, 35184372088.83201, 0.0, 35184372088.83201, 0.0, 35184372088.83201, 35184372088.83201
0.0, 0.0, 35184372088.83201, 35184372088.83201, 35184372088.83201, 0.0, 35184372088.83201
35184372088.83201, 0.0, 0.0, 35184372088.83201, 35184372088.83201, 35184372088.83201, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 1073741824.0, 1073741824.0, 1073741824.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 1073741824.0, 0.0, 1073741824.0, 1073741824.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 1073741824.0, 1073741824.0, 0.0, 1073741824.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 1073741824.0, 0.0, 0.0, 0.0, 1073741824.0, 1073741824.0
0.0, 0.0, 1073741824.0, 0.0, 1073741824.0, 0.0, 1073741824.0
1073741824.0, 0.0, 0.0, 0.0, 1073741824.0, 1073741824.0, 0.0
0.0, 1073741824.0, 1073741824.0, 1073741824.0, 0.0, 0.0, 1073741824.0
1073741824.0, 1073741824.0, 0.0, 1073741824.0, 0.0, 1073741824.0, 0.0
1073741824.0, 0.0, 1073741824.0, 1073741824.0, 1073741824.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
